id,name,type,desc,atk,def,level,race,attribute,archetype,card_sets,card_images,card_prices,banlist_info.ban_tcg,banlist_info.ban_ocg,banlist_info.ban_goat
83986578,King Tiger Wanghu,Effect Monster,When a monster(s) with 1400 or less ATK is Normal Summoned or Special Summoned: Destroy those monsters with 1400 or less ATK. This card must be face-up on the field to activate and to resolve this effect.,1700,1000,4,Beast,EARTH,undefined,"[{""set_name"":""Battle Pack: Epic Dawn"",""set_code"":""BP01-EN129"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.77""},{""set_name"":""Battle Pack: Epic Dawn"",""set_code"":""BP01-EN129"",""set_rarity"":""Starfoil Rare"",""set_rarity_code"":""(SFR)"",""set_price"":""8.59""},{""set_name"":""Champion Pack: Game One"",""set_code"":""CP01-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.5""},{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN207"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.14""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-004"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""6.84""}]","[{""id"":83986578,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/83986578.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/83986578.jpg""}]","[{""cardmarket_price"":""0.64"",""tcgplayer_price"":""2.43"",""ebay_price"":""4.79"",""amazon_price"":""4.30"",""coolstuffinc_price"":""0.49""}]",null,null,null
82642348,Kryuel,Effect Monster,"When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call it right, destroy 1 monster on your opponent's side of the field.",1000,1700,4,Fiend,DARK,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN209"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.02""}]","[{""id"":82642348,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/82642348.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/82642348.jpg""}]","[{""cardmarket_price"":""0.22"",""tcgplayer_price"":""0.20"",""ebay_price"":""1.25"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null
102380,Lava Golem,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) to your opponent's field by Tributing 2 monsters they control. You cannot Normal Summon/Set the turn you Special Summon this card. Once per turn, during your Standby Phase: Take 1000 damage.",3000,2500,8,Fiend,FIRE,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN051"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""11.16""},{""set_name"":""Duel Terminal 3"",""set_code"":""DT03-EN006"",""set_rarity"":""Duel Terminal Super Parallel Rare"",""set_rarity_code"":""(DSPR)"",""set_price"":""18.57""},{""set_name"":""Duelist Pack: Battle City"",""set_code"":""DPBC-EN034"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.32""},{""set_name"":""Invasion of Chaos: Special Edition"",""set_code"":""IOC-SE4"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""9.53""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN117"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.57""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-107"",""set_rarity"":""Secret Rare"",""set_rarity_code"":""(ScR)"",""set_price"":""15.97""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN082"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""16.65""},{""set_name"":""Speed Duel Starter Decks: Twisted Nightmares"",""set_code"":""SS05-ENB01"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.84""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN014"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""3.87""},{""set_name"":""Structure Deck: Shaddoll Showdown"",""set_code"":""SDSH-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.32""}]","[{""id"":102380,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/102380.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/102380.jpg""}]","[{""cardmarket_price"":""0.34"",""tcgplayer_price"":""0.59"",""ebay_price"":""40.00"",""amazon_price"":""2.33"",""coolstuffinc_price"":""0.99""}]",null,null,null
17214465,Maiden of the Aqua,Effect Monster,"As long as this card remains face-up on the field, the field is treated as ""Umi"" (however there is no increasing or decreasing of ATK/DEF due to ""Umi""'s effect). If there is an active Field Spell Card on the field, this effect is not applied.",700,2000,4,Aqua,WATER,Umi,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN211"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.43""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-008"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.84""}]","[{""id"":17214465,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/17214465.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/17214465.jpg""}]","[{""cardmarket_price"":""0.62"",""tcgplayer_price"":""2.39"",""ebay_price"":""4.00"",""amazon_price"":""9.99"",""coolstuffinc_price"":""0.99""}]",null,null,null
75285069,Moisture Creature,Effect Monster,"If you Tribute Summon this monster by Tributing 3 monsters on the field, destroy all Spell and Trap Cards on your opponent's side of the field.",2800,2900,9,Fairy,LIGHT,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN214"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-013"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.13""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN133"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""}]","[{""id"":75285069,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/75285069.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/75285069.jpg""}]","[{""cardmarket_price"":""0.02"",""tcgplayer_price"":""0.12"",""ebay_price"":""2.25"",""amazon_price"":""0.39"",""coolstuffinc_price"":""0.25""}]",null,null,null
70307656,Mucus Yolk,Effect Monster,"This card can attack your opponent's Life Points directly. Each time this card inflicts Battle Damage to your opponent's Life Points, increase the ATK of this card by 1000 points during your next Standby Phase. The ATK increase lasts as long as this card remains face-up on the field.",0,100,3,Aqua,DARK,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN213"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""}]","[{""id"":70307656,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/70307656.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/70307656.jpg""}]","[{""cardmarket_price"":""0.16"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""0.55"",""coolstuffinc_price"":""0.25""}]",null,null,null
98745000,Mystical Knight of Jackal,Effect Monster,"When this card destroys 1 monster on your opponent's side of the field and sends it to your opponent's Graveyard as a result of battle, you can then return the card to the top of your opponent's Deck.",2700,1200,7,Beast-Warrior,LIGHT,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN017"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.04""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-069"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""14.98""}]","[{""id"":98745000,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/98745000.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/98745000.jpg""}]","[{""cardmarket_price"":""1.96"",""tcgplayer_price"":""3.83"",""ebay_price"":""5.90"",""amazon_price"":""9.74"",""coolstuffinc_price"":""2.99""}]",null,null,null
4335645,Newdoria,Effect Monster,If this card is destroyed by battle and sent to the GY: Target 1 monster on the field; destroy that target.,1200,800,4,Fiend,DARK,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN005"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.65""},{""set_name"":""Demo Deck 2015"",""set_code"":""DEM2-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.27""},{""set_name"":""Duel Terminal 3"",""set_code"":""DT03-EN005"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""22.92""},{""set_name"":""Gates of the Underworld Structure Deck"",""set_code"":""SDGU-EN018"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.44""},{""set_name"":""Gold Series"",""set_code"":""GLD1-EN011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.67""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN115"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.91""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-057"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.07""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN073"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""4.81""},{""set_name"":""Speed Duel Starter Decks: Twisted Nightmares"",""set_code"":""SS05-ENB17"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.71""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.09""}]","[{""id"":4335645,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/4335645.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/4335645.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.27"",""ebay_price"":""1.55"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.39""}]",null,null,null
43716289,Poison Mummy,Flip Effect Monster,FLIP: Inflict 500 damage to your opponent.,1000,1800,4,Zombie,EARTH,undefined,"[{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.94""},{""set_name"":""Starter Deck: Jaden Yuki"",""set_code"":""YSDJ-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.29""},{""set_name"":""Starter Deck: Syrus Truesdale"",""set_code"":""YSDS-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.5""}]","[{""id"":43716289,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/43716289.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/43716289.jpg""}]","[{""cardmarket_price"":""0.18"",""tcgplayer_price"":""0.29"",""ebay_price"":""0.15"",""amazon_price"":""0.43"",""coolstuffinc_price"":""0.25""}]",null,null,null
77044671,Pyramid Turtle,Effect Monster,When this card is destroyed by battle and sent to the GY: You can Special Summon 1 Zombie monster with 2000 or less DEF from your Deck.,1200,1400,4,Zombie,EARTH,undefined,"[{""set_name"":""Champion Pack: Game Two"",""set_code"":""CP02-EN004"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""185.99""},{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN225"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.22""},{""set_name"":""Duelist League 2 participation cards"",""set_code"":""DL11-EN008"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.89""},{""set_name"":""Gold Series: Haunted Mine"",""set_code"":""GLD5-EN003"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN245"",""set_rarity"":""Secret Rare"",""set_rarity_code"":""(ScR)"",""set_price"":""6.81""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN189"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.92""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-026"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.15""},{""set_name"":""Structure Deck: Zombie Horde"",""set_code"":""SR07-EN015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""},{""set_name"":""Structure Deck: Zombie Madness"",""set_code"":""SD2-EN005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Tournament Pack 5"",""set_code"":""TP5-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.31""},{""set_name"":""Zombie World Structure Deck"",""set_code"":""SDZW-EN007"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""}]","[{""id"":77044671,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/77044671.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/77044671.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.18"",""ebay_price"":""1.49"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.39""}]",null,null,null
16509093,Royal Keeper,Effect Monster,"Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, it gains 300 ATK and DEF until the end of the turn. (If attacked, this effect resolves after damage calculation.)",1600,1700,4,Zombie,EARTH,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN218"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-018"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Zombie World Structure Deck"",""set_code"":""SDZW-EN006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""}]","[{""id"":16509093,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/16509093.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/16509093.jpg""}]","[{""cardmarket_price"":""0.09"",""tcgplayer_price"":""0.08"",""ebay_price"":""0.99"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null
16222645,Sasuke Samurai,Effect Monster,"At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster.",500,800,2,Warrior,WIND,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN216"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.23""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN034"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.18""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-015"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""4.94""},{""set_name"":""Speed Duel: Trials of the Kingdom"",""set_code"":""SBTK-EN015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""},{""set_name"":""Starter Deck: Yu-Gi-Oh! 5D's 2009"",""set_code"":""5DS2-EN010"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""}]","[{""id"":16222645,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/16222645.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/16222645.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.20"",""ebay_price"":""60.00"",""amazon_price"":""2.77"",""coolstuffinc_price"":""0.25""}]",null,null,null
2792265,Servant of Catabolism,Effect Monster,This monster may attack your opponent's Life Points directly.,700,500,3,Aqua,LIGHT,undefined,"[{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""}]","[{""id"":2792265,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/2792265.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/2792265.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.21"",""ebay_price"":""0.99"",""amazon_price"":""0.80"",""coolstuffinc_price"":""0.25""}]",null,null,null
23205979,Spirit Reaper,Effect Monster,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. When this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",300,200,3,Zombie,DARK,undefined,"[{""set_name"":""Battle Pack Tournament Prize Cards"",""set_code"":""BATT-EN013"",""set_rarity"":""Starfoil Rare"",""set_rarity_code"":""(SFR)"",""set_price"":""0.00""},{""set_name"":""Champion Pack: Game Three"",""set_code"":""CP03-EN002"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""300.66""},{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN024"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.12""},{""set_name"":""Gold Series 4: Pyramids Edition"",""set_code"":""GLD4-EN011"",""set_rarity"":""Gold Rare"",""set_rarity_code"":""(GUR)"",""set_price"":""7.53""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN246"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""4.85""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN190"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""5.17""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-076"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""4.7""},{""set_name"":""Premium Gold"",""set_code"":""PGLD-EN083"",""set_rarity"":""Gold Rare"",""set_rarity_code"":""(GUR)"",""set_price"":""4.32""},{""set_name"":""Structure Deck: Zombie Madness"",""set_code"":""SD2-EN006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.69""},{""set_name"":""Zombie World Structure Deck"",""set_code"":""SDZW-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.27""}]","[{""id"":23205979,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/23205979.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/23205979.jpg""}]","[{""cardmarket_price"":""0.55"",""tcgplayer_price"":""1.08"",""ebay_price"":""4.17"",""amazon_price"":""5.99"",""coolstuffinc_price"":""0.99""}]",null,null,null
41872150,Swarm of Locusts,Effect Monster,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Target 1 Spell/Trap Card your opponent controls; destroy that target.,1000,500,3,Insect,DARK,undefined,"[{""set_name"":""Astral Pack Three"",""set_code"":""AP03-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.54""},{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN222"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.51""},{""set_name"":""Gold Series"",""set_code"":""GLD1-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.72""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN153"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""}]","[{""id"":41872150,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/41872150.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/41872150.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.22"",""ebay_price"":""0.99"",""amazon_price"":""0.49"",""coolstuffinc_price"":""0.25""}]",null,null,null
15383415,Swarm of Scarabs,Effect Monster,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Target 1 monster your opponent controls; destroy that target.,500,1000,3,Insect,DARK,undefined,"[{""set_name"":""Astral Pack Three"",""set_code"":""AP03-EN016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.46""},{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN221"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.34""},{""set_name"":""Gold Series"",""set_code"":""GLD1-EN008"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.63""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN152"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.16""}]","[{""id"":15383415,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/15383415.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/15383415.jpg""}]","[{""cardmarket_price"":""0.14"",""tcgplayer_price"":""0.25"",""ebay_price"":""2.00"",""amazon_price"":""1.53"",""coolstuffinc_price"":""0.39""}]",null,null,null
44913552,Timeater,Effect Monster,If this card destroys an opponent's monster by battle: Your opponent skips their next Main Phase 1.,1900,1700,6,Machine,DARK,undefined,"[{""set_name"":""Duel Terminal 6a"",""set_code"":""DT06-EN013"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""1.5""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-010"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.06""}]","[{""id"":44913552,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/44913552.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/44913552.jpg""}]","[{""cardmarket_price"":""0.22"",""tcgplayer_price"":""0.21"",""ebay_price"":""0.10"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.49""}]",null,null,null
42994702,Wandering Mummy,Effect Monster,"You can flip this card into face-down Defense Position once per turn during your Main Phase. After you use this effect, rearrange the face-down Defense Position monsters in your Main Monster Zones, then return them in face-down Defense Position.",1500,1500,4,Zombie,EARTH,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN219"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.98""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-019"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.13""}]","[{""id"":42994702,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/42994702.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/42994702.jpg""}]","[{""cardmarket_price"":""0.33"",""tcgplayer_price"":""0.21"",""ebay_price"":""1.99"",""amazon_price"":""0.89"",""coolstuffinc_price"":""0.25""}]",null,null,null
87523462,Winged Sage Falcos,Effect Monster,When this card destroys an opponent's face-up Attack Position monster by battle and sends it to their Graveyard: You can place that monster on top of their Deck.,1700,1200,4,Winged Beast,WIND,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.18""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-072"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.01""},{""set_name"":""Tournament Pack 5"",""set_code"":""TP5-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""War of the Giants Reinforcements"",""set_code"":""WGRT-EN007"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.6""},{""set_name"":""War of the Giants: Round 2"",""set_code"":""BPW2-EN007"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.16""}]","[{""id"":87523462,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/87523462.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/87523462.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.15"",""ebay_price"":""1.45"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
51534754,Yomi Ship,Effect Monster,If this card is destroyed by battle and sent to the GY: Destroy the monster that destroyed this card.,800,1400,3,Aqua,WATER,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.19""},{""set_name"":""Legendary Duelists"",""set_code"":""LEDU-EN044"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-071"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Speed Duel Demo Deck 2020"",""set_code"":""DEM6-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Speed Duel: Attack from the Deep"",""set_code"":""SBAD-EN024"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.92""},{""set_name"":""Starter Deck: Kaiba Reloaded"",""set_code"":""YSKR-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.18""},{""set_name"":""War of the Giants Reinforcements"",""set_code"":""WGRT-EN006"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""4.15""},{""set_name"":""War of the Giants: Round 2"",""set_code"":""BPW2-EN006"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.39""}]","[{""id"":51534754,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/51534754.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/51534754.jpg""}]","[{""cardmarket_price"":""0.05"",""tcgplayer_price"":""0.13"",""ebay_price"":""1.80"",""amazon_price"":""1.69"",""coolstuffinc_price"":""0.25""}]",null,null,null
