id,name,type,desc,atk,def,level,race,attribute,archetype,card_sets,card_images,card_prices,banlist_info.ban_goat,banlist_info.ban_tcg,banlist_info.ban_ocg
86801871,Cobra Jar,Flip Effect Monster,"FLIP: Special Summon 1 ""Poisonous Snake Token"" (Reptile-Type/EARTH/3 Stars/ATK 1200/DEF 1200). When the ""Poisonous Snake Token"" is destroyed as a result of battle, inflict 500 points of damage to your opponent's Life Points.",600,300,2,Reptile,EARTH,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.62""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-075"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.86""}]","[{""id"":86801871,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/86801871.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/86801871.jpg""}]","[{""cardmarket_price"":""0.70"",""tcgplayer_price"":""0.50"",""ebay_price"":""4.00"",""amazon_price"":""1.95"",""coolstuffinc_price"":""0.49""}]",null,null,null
75109441,Cobraman Sakuzy,Effect Monster,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is flipped face-up, look at all Set Spell and Trap Cards on your opponent's side of the field and then return them to their original position.",800,1400,3,Reptile,EARTH,undefined,"[{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.84""}]","[{""id"":75109441,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/75109441.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/75109441.jpg""}]","[{""cardmarket_price"":""1.74"",""tcgplayer_price"":""1.50"",""ebay_price"":""1.75"",""amazon_price"":""0.65"",""coolstuffinc_price"":""0.39""}]",null,null,null
65830223,Coffin Seller,Trap Card,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,undefined,undefined,undefined,Continuous,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN041"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.24""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN132"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.8""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-093"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.84""},{""set_name"":""Speed Duel Starter Decks: Twisted Nightmares"",""set_code"":""SS05-ENB28"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.19""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.43""}]","[{""id"":65830223,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/65830223.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/65830223.jpg""}]","[{""cardmarket_price"":""0.14"",""tcgplayer_price"":""0.36"",""ebay_price"":""7.99"",""amazon_price"":""1.49"",""coolstuffinc_price"":""0.39""}]",null,null,null
41398771,Curse of Aging,Trap Card,Discard 1 card from your hand. Decrease the ATK and DEF of all monsters on your opponent's side of the field by 500 points until the end of the turn this card is activated.,undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN042"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-094"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.95""}]","[{""id"":41398771,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/41398771.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/41398771.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.13"",""ebay_price"":""2.59"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null
2926176,Curse of Royal,Trap Card,Negate the activation and the effect of a Spell or Trap Card that includes the effect of destroying 1 Spell or Trap Card and destroy it.,undefined,undefined,undefined,Counter,undefined,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN241"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.26""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-044"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.3""},{""set_name"":""Tournament Pack 5"",""set_code"":""TP5-EN018"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.63""}]","[{""id"":2926176,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/2926176.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/2926176.jpg""}]","[{""cardmarket_price"":""0.18"",""tcgplayer_price"":""0.31"",""ebay_price"":""2.75"",""amazon_price"":""0.59"",""coolstuffinc_price"":""0.25""}]",null,null,null
2833249,D. Tribe,Trap Card,All monsters on your side of the field are treated as Dragon-Type until the End Phase of this turn.,undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN050"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.08""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-102"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.94""},{""set_name"":""Starter Deck: Kaiba Evolution"",""set_code"":""SKE-050"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""}]","[{""id"":2833249,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/2833249.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/2833249.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.18"",""ebay_price"":""0.15"",""amazon_price"":""0.78"",""coolstuffinc_price"":""0.25""}]",null,null,null
1804528,Dark Coffin,Trap Card,"When this face-down card is destroyed and sent to the Graveyard, your opponent selects and executes 1 of the following effects:
● Discard 1 random card in their hand.
● Select 1 monster on their side of the field and destroy it.",undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN244"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-047"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.38""},{""set_name"":""Structure Deck: Lord of the Storm"",""set_code"":""SD8-EN032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""}]","[{""id"":1804528,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/1804528.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/1804528.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.19"",""ebay_price"":""1.25"",""amazon_price"":""5.04"",""coolstuffinc_price"":""0.25""}]",null,null,null
78053598,Dark Designator,Spell Card,"Declare 1 Monster Card name. If the declared card is in your opponent's Deck, add 1 of that card to your opponent's hand.",undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN027"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.11""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-079"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.07""},{""set_name"":""Tournament Pack 5"",""set_code"":""TP5-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""}]","[{""id"":78053598,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/78053598.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/78053598.jpg""}]","[{""cardmarket_price"":""0.20"",""tcgplayer_price"":""0.27"",""ebay_price"":""0.99"",""amazon_price"":""1.03"",""coolstuffinc_price"":""0.25""}]",null,null,null
89111398,Dark Dust Spirit,Spirit Monster,Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Destroy all other face-up monsters on the field.,2200,1800,6,Zombie,EARTH,undefined,"[{""set_name"":""Battle Pack: Epic Dawn"",""set_code"":""BP01-EN005"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.2""},{""set_name"":""Battle Pack: Epic Dawn"",""set_code"":""BP01-EN005"",""set_rarity"":""Starfoil Rare"",""set_rarity_code"":""(SFR)"",""set_price"":""1.2""},{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN217"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.25""},{""set_name"":""Hobby League 7 participation card C"",""set_code"":""HL07-EN003"",""set_rarity"":""Ultra Parallel Rare"",""set_rarity_code"":""(UPR)"",""set_price"":""13.86""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN188"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-017"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.01""},{""set_name"":""Structure Deck: Zombie Madness"",""set_code"":""SD2-EN004"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.46""}]","[{""id"":89111398,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/89111398.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/89111398.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.26"",""ebay_price"":""14.00"",""amazon_price"":""0.72"",""coolstuffinc_price"":""0.25""}]",null,null,null
90980792,Dark Jeroid,Effect Monster,If this card is Summoned: Target 1 face-up monster on the field; it loses 800 ATK.,1200,1500,4,Fiend,DARK,Roid,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN004"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.29""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN114"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-056"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.15""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN072"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.12""},{""set_name"":""Speed Duel Starter Decks: Twisted Nightmares"",""set_code"":""SS05-ENB18"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""}]","[{""id"":90980792,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/90980792.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/90980792.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.22"",""ebay_price"":""1.50"",""amazon_price"":""0.99"",""coolstuffinc_price"":""0.25""}]",null,null,null
85562745,Dark Room of Nightmare,Spell Card,"Each time your opponent takes damage from a card effect, except ""Dark Room of Nightmare"", inflict 300 damage to your opponent.",undefined,undefined,undefined,Continuous,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN030"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.83""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-082"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""2.37""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN078"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.65""},{""set_name"":""Structure Deck: Blaze of Destruction"",""set_code"":""SD3-EN022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.5""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN024"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.23""}]","[{""id"":85562745,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/85562745.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/85562745.jpg""}]","[{""cardmarket_price"":""0.82"",""tcgplayer_price"":""0.89"",""ebay_price"":""35.00"",""amazon_price"":""1.99"",""coolstuffinc_price"":""1.99""}]",null,null,null
40933924,Dark Scorpion Burglars,Effect Monster,When this card inflicts Battle Damage to your opponent: Your opponent sends 1 Spell Card from their Deck to the Graveyard.,1000,1000,4,Warrior,DARK,Dark Scorpion,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN227"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.49""},{""set_name"":""Gold Series: Haunted Mine"",""set_code"":""GLD5-EN004"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.33""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-028"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.31""}]","[{""id"":40933924,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/40933924.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/40933924.jpg""}]","[{""cardmarket_price"":""0.14"",""tcgplayer_price"":""0.22"",""ebay_price"":""9.95"",""amazon_price"":""0.50"",""coolstuffinc_price"":""0.25""}]",null,null,null
47233801,Dark Snake Syndrome,Spell Card,During each of your Standby Phases: Inflict damage to both players. This damage begins at 200 and is doubled during each of your following Standby Phases.,undefined,undefined,undefined,Continuous,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN035"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.06""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN271"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.32""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-087"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""}]","[{""id"":47233801,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/47233801.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/47233801.jpg""}]","[{""cardmarket_price"":""0.28"",""tcgplayer_price"":""0.25"",""ebay_price"":""0.01"",""amazon_price"":""1.89"",""coolstuffinc_price"":""0.25""}]",null,null,null
2326738,Des Lacooda,Effect Monster,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Draw 1 card.,500,600,3,Zombie,EARTH,undefined,"[{""set_name"":""Astral Pack Three"",""set_code"":""AP03-EN018"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Gold Series"",""set_code"":""GLD1-EN010"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.9""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-030"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN154"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Zombie World Structure Deck"",""set_code"":""SDZW-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""}]","[{""id"":2326738,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/2326738.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/2326738.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.22"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
3549275,Dice Jar,Flip Effect Monster,"FLIP: Both players roll a six-sided die. The player with the lower result takes damage equal to their opponent's roll x 500. However, if the winner rolled a 6, the loser takes 6000 damage. If the rolls are the same, both players roll again.",200,300,3,Rock,LIGHT,Dice,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN226"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.9""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN262"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.74""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-027"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.21""}]","[{""id"":3549275,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/3549275.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/3549275.jpg""}]","[{""cardmarket_price"":""1.30"",""tcgplayer_price"":""2.10"",""ebay_price"":""5.70"",""amazon_price"":""4.66"",""coolstuffinc_price"":""1.99""}]",null,null,null
11961740,Different Dimension Capsule,Spell Card,"Select 1 card from your Deck and remove it from play face-down. During your 2nd Standby Phase after activation, destroy this card and add the removed card to your hand.",undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.52""},{""set_name"":""Duelist Pack: Zane Truesdale"",""set_code"":""DP04-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.17""},{""set_name"":""Egyptian God Deck: Obelisk the Tormentor"",""set_code"":""EGO1-EN025"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-083"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.44""}]","[{""id"":11961740,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/11961740.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/11961740.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.17"",""ebay_price"":""1.99"",""amazon_price"":""1.49"",""coolstuffinc_price"":""0.39""}]",null,null,null
77561728,Disturbance Strategy,Trap Card,"Your opponent shuffles their entire hand into the Deck, then draws the same number of cards.",undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN046"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.3""},{""set_name"":""Duelist League 15 participation cards"",""set_code"":""DL15-EN019"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""17.64""},{""set_name"":""OTS Tournament Pack 6"",""set_code"":""OP06-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.29""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-098"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.48""}]","[{""id"":77561728,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/77561728.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/77561728.jpg""}]","[{""cardmarket_price"":""0.15"",""tcgplayer_price"":""0.24"",""ebay_price"":""12.00"",""amazon_price"":""0.99"",""coolstuffinc_price"":""0.25""}]",null,null,null
76922029,Don Zaloog,Effect Monster,"When this card inflicts battle damage to your opponent: You can activate 1 of these effects;
● Discard 1 random card from their hand.
● Send the top 2 cards of their Deck to the GY.",1400,1500,4,Warrior,DARK,Dark Scorpion,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN228"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""18.64""},{""set_name"":""Gold Series"",""set_code"":""GLD1-EN012"",""set_rarity"":""Gold Rare"",""set_rarity_code"":""(GUR)"",""set_price"":""27.65""},{""set_name"":""Gold Series: Haunted Mine"",""set_code"":""GLD5-EN005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""10.83""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-029"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""20.5""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN068"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""13.92""},{""set_name"":""Speed Duel: Trials of the Kingdom"",""set_code"":""SBTK-EN016"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""17.31""}]","[{""id"":76922029,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/76922029.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/76922029.jpg""}]","[{""cardmarket_price"":""2.99"",""tcgplayer_price"":""8.54"",""ebay_price"":""0.99"",""amazon_price"":""20.85"",""coolstuffinc_price"":""7.99""}]",null,null,null
39711336,Fushioh Richie,Effect Monster,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand or your Deck by Tributing 1 ""Great Dezard"" that has fulfilled the condition. You can flip this card into face-down Defense Position once per turn during your Main Phase. As long as this monster remains face-up on the field, negate the activation and effects of all Spell and Trap Cards that target this card and destroy them. When this card is flipped face-up, you can Special Summon 1 Zombie-Type monster from your Graveyard.",2600,2900,7,Zombie,DARK,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN229"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""8.22""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-031"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""10.22""}]","[{""id"":39711336,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/39711336.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/39711336.jpg""}]","[{""cardmarket_price"":""3.64"",""tcgplayer_price"":""2.15"",""ebay_price"":""400.00"",""amazon_price"":""1.98"",""coolstuffinc_price"":""2.99""}]",null,null,null
78266168,Giant Axe Mummy,Effect Monster,"You can flip this card into face-down Defense Position once per turn during your Main Phase. If the ATK of a monster on your opponent's side of the field that attacks this card in face-down Defense Position is lower than the DEF of this monster, the attacking monster is destroyed.",1700,2000,5,Zombie,EARTH,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN223"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.19""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1""}]","[{""id"":78266168,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/78266168.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/78266168.jpg""}]","[{""cardmarket_price"":""0.28"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
80233946,Gora Turtle,Effect Monster,"As long as this card remains face-up on the field, monsters with an ATK equal to 1900 or more cannot declare an attack.",1100,1100,3,Aqua,WATER,undefined,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN215"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-014"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.1""}]","[{""id"":80233946,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/80233946.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/80233946.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.19"",""ebay_price"":""20.00"",""amazon_price"":""0.55"",""coolstuffinc_price"":""0.25""}]",null,null,null
25262697,Gravekeeper's Assailant,Effect Monster,"When this card declares an attack while ""Necrovalley"" is on the field: You can target 1 face-up monster your opponent controls; change that target's battle position.",1500,1500,4,Spellcaster,DARK,Gravekeeper's,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN189"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""6.28""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-067"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.03""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN077"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""},{""set_name"":""Speed Duel Starter Decks: Destiny Masters"",""set_code"":""SS01-ENB06"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.08""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Turbo Pack: Booster Two"",""set_code"":""TU02-EN002"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""105.83""}]","[{""id"":25262697,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/25262697.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/25262697.jpg""}]","[{""cardmarket_price"":""0.17"",""tcgplayer_price"":""0.16"",""ebay_price"":""5.95"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
99877698,Gravekeeper's Cannonholder,Effect Monster,"You can Tribute 1 ""Gravekeeper's"" monster, except ""Gravekeeper's Cannonholder""; inflict 700 damage to your opponent.",1400,1200,4,Spellcaster,DARK,Gravekeeper's,"[{""set_name"":""Dark Revelation Volume 1"",""set_code"":""DR1-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN188"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""1.62""},{""set_name"":""Pharaonic Guardian"",""set_code"":""PGD-066"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""Speed Duel Starter Decks: Destiny Masters"",""set_code"":""SS01-ENB05"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.07""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""},{""set_name"":""Turbo Pack: Booster Two"",""set_code"":""TU02-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""}]","[{""id"":99877698,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/99877698.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/99877698.jpg""}]","[{""cardmarket_price"":""0.18"",""tcgplayer_price"":""0.12"",""ebay_price"":""1.95"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
